n,cig,codiceFiscale,ragioneSociale,ruolo,identificativoFiscaleEstero,partrgrno,lottoID,ocid
234,77885399B3,T-IT-CF-08154900966,DIOMEDE SOCIETA' COOPERATIVA SOCIALE,,,,idm5824,ocds-xxxxxx-77885399B3
235,Z3E2609E55,T-IT-CF-02479640233,GIEMME SRL,,,,idm5853,ocds-xxxxxx-Z3E2609E55
236,Z1B25FDC92,T-IT-CF-01729590032,OTIS SERVIZI SRL,,,,idm5873,ocds-xxxxxx-Z1B25FDC92
237,ZA225FDAB8,T-IT-CF-01037880091,MINA ASCENSORI ERL,,,,idm5893,ocds-xxxxxx-ZA225FDAB8
238,Z1225FDF0C,T-IT-CF-01873960031,DELTA ELEVATORI DI CARNOVALE MAURIZIO,,,,idm5913,ocds-xxxxxx-Z1225FDF0C
239,ZF325FDFE2,T-IT-CF-01873960031,DELTA ELEVATORI DI CARNOVALE MAURIZIO,,,,idm5933,ocds-xxxxxx-ZF325FDFE2
240,ZBA2607F0B,T-IT-CF-00833520091,L'UFFICIO DI PALADIN EMILIO & C. SNC,,,,idm5953,ocds-xxxxxx-ZBA2607F0B
241,Z332607EEF,T-IT-CF-00833520091,L'UFFICIO DI PALADIN EMILIO & C. SNC,,,,idm5973,ocds-xxxxxx-Z332607EEF
242,Z6C2607E9C,T-IT-CF-01931130031,GARBOLI PER L'UFFICIO DI LUCA GARBOLI,,,,idm5993,ocds-xxxxxx-Z6C2607E9C
243,ZA32607EBA,T-IT-CF-01931130031,GARBOLI PER L'UFFICIO DI LUCA GARBOLI,,,,idm6013,ocds-xxxxxx-ZA32607EBA
244,ZA72607ED3,T-IT-CF-01672020169,TINTORI EMILIO,,,,idm6033,ocds-xxxxxx-ZA72607ED3
245,Z85260D0D8,T-IT-CF-01567890080,RIVIERACQUA SCPA,,,,idm6053,ocds-xxxxxx-Z85260D0D8
246,ZFA260D101,T-IT-CF-01710090091,PONENTE ACQUE SCPA,,,,idm6073,ocds-xxxxxx-ZFA260D101
247,Z12260D139,T-IT-CF-02078000037,ACQUANOVARA VCO SPA,,,,idm6093,ocds-xxxxxx-Z12260D139
248,Z8E260D14F,T-IT-CF-02078000037,ACQUA NOVARA VCO SPA,,,,idm6113,ocds-xxxxxx-Z8E260D14F
249,ZE2260D166,T-IT-CF-03299640163,UNIACQUE SPA,,,,idm6133,ocds-xxxxxx-ZE2260D166
250,778001604F,T-IT-CF-10914660153,IBM ITALIA S.P.A.,,,,idm6153,ocds-xxxxxx-778001604F
250,778001604F,T-IT-CF-12878470157,FASTWEB S.P.A.,,,,idm6153,ocds-xxxxxx-778001604F
250,778001604F,T-IT-CF-00881841001,Leonardo S.p.A.,,,,idm6153,ocds-xxxxxx-778001604F
250,778001604F,T-IT-CF-01528071002,Sistemi Informativi S.r.l.,,,,idm6153,ocds-xxxxxx-778001604F
251,Z972753BAC,T-IT-CF-07751230967,ASSOCIAZIONE CULTURALE EVENTO SEGRETO,,,,idm6191,ocds-xxxxxx-Z972753BAC
252,Z222753E74,T-IT-CF-97764510158,Ass.ne Porta Venezia Social District,,,,idm6211,ocds-xxxxxx-Z222753E74
253,Z7B2753CF3,T-IT-CF-10205150963,Impresa Sociale DRAMATRA’  SRL,,,,idm6231,ocds-xxxxxx-Z7B2753CF3
254,ZZA12753C6,T-IT-CF-97802340154,Ass.ne TANGIRO per l’Infanzia e la Famiglia,,,,idm6251,ocds-xxxxxx-ZZA12753C6
255,Z332753F1D,T-IT-CF-03315510960,Ass.ne La Fabbrica dei Clown,,,,idm6271,ocds-xxxxxx-Z332753F1D
256,Z762723CE0,T-IT-CF-97495790152,LA DITTA DITTAGIOCOFIABA,,,,idm6291,ocds-xxxxxx-Z762723CE0
256,Z762723CE0,T-IT-CF-97740130154,COMPAGNIA CARNEVALE,,,,idm6291,ocds-xxxxxx-Z762723CE0
257,Z362733264,T-IT-CF-97740130154,ASSOCIAZIONE CULTURALE COMPAGNIA CARNEVALE,,,,idm6314,ocds-xxxxxx-Z362733264
257,Z362733264,T-IT-CF-12520710158,Associazione Amici della Musica e dello Spettacolo,,,,idm6314,ocds-xxxxxx-Z362733264
257,Z362733264,T-IT-CF-97789100450,Art & Music Insieme,,,,idm6314,ocds-xxxxxx-Z362733264
258,IDM6340,T-IT-CF-01742310152,MM S.p.A,,,,idm6340,ocds-xxxxxx-IDM6340
259,ZDA2755B75,T-IT-CF-08259990961,AUSER INSIEME MILANO,,,,idm6358,ocds-xxxxxx-ZDA2755B75
260,763112076F,T-IT-CF-01647320066,PROGETTO A Società Cooperativa Sociale,,,,idm6378,ocds-xxxxxx-763112076F
261,777415292C,T-IT-CF-09540420966,Italgas s.p.a.,,,,idm6398,ocds-xxxxxx-777415292C
262,ZB92667171,T-IT-CF-09504950966,APICE Milano srl,,,,idm6418,ocds-xxxxxx-ZB92667171
263,ZB42616F9A,T-IT-CF-02038130163,SOCIETA' PREDA GIANNI & C. SRL,,,,idm6438,ocds-xxxxxx-ZB42616F9A
264,Z4F272EE9D,T-IT-CF-04425270966,GUIDAMI S.R.L.,,,,idm6458,ocds-xxxxxx-Z4F272EE9D
265,ZEB26D426D,T-IT-CF-00987061009,SIAE – Società Italiana degli Autori ed Editori Sede Regionale di Milano Filiale di Milano,,,,idm6478,ocds-xxxxxx-ZEB26D426D
266,Z752742BBE,T-IT-CF-09864610150,SOCIETA’ CLASS PUBBLICITA’ SPA,,,,idm6498,ocds-xxxxxx-Z752742BBE
266,Z752742BBE,T-IT-CF-04705810150,SOCIETA’ A. MANZONI & C. SPA,,,,idm6498,ocds-xxxxxx-Z752742BBE
267,Z9825ACDBA,T-IT-CF-00867880965,DETTO FATTO,,,,idm6521,ocds-xxxxxx-Z9825ACDBA
267,Z9825ACDBA,T-IT-CF-12887780158,BETANIA,,,,idm6521,ocds-xxxxxx-Z9825ACDBA
267,Z9825ACDBA,T-IT-CF-02727100121,LA GINESTRA,,,,idm6521,ocds-xxxxxx-Z9825ACDBA
267,Z9825ACDBA,T-IT-CF-02330290962,SAMMAMET,,,,idm6521,ocds-xxxxxx-Z9825ACDBA
267,Z9825ACDBA,T-IT-CF-07458910150,SPAZIO APERTO,,,,idm6521,ocds-xxxxxx-Z9825ACDBA
268,Z7D274A77A,T-IT-CF-07424950967,Epyon Consulting s.r.l.,,,,idm6553,ocds-xxxxxx-Z7D274A77A
269,Z3925937B3,T-IT-CF-09034150152,LA FABBRICA DEI SEGNI,,,,idm6573,ocds-xxxxxx-Z3925937B3
269,Z3925937B3,T-IT-CF-04314310964,VIA LIBERA,,,,idm6573,ocds-xxxxxx-Z3925937B3
270,Z172574F16,T-IT-CF-10165870154,ROTARI SRL,,,,idm6596,ocds-xxxxxx-Z172574F16
270,Z172574F16,T-IT-CF-02241890223,GEVESTA SAS DI FABIO GUECI,,,,idm6596,ocds-xxxxxx-Z172574F16
270,Z172574F16,T-IT-CF-01662110939,IMAGO STAMPA,,,,idm6596,ocds-xxxxxx-Z172574F16
270,Z172574F16,T-IT-CF-02044501001,ERREBIAN SPA,,,,idm6596,ocds-xxxxxx-Z172574F16
270,Z172574F16,T-IT-CF-08741520962,RINO GRAFICA E STAMPA SRL,,,,idm6596,ocds-xxxxxx-Z172574F16
271,778812975C,T-IT-CF-11174510153,G.I.L.C. IMPIANTI SRL,04-CAPOGRUPPO,,0.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-03922680586,A.C.S. ASCENSORI CONTROLLI SISTEMI S.R.L.,03-ASSOCIATA,,0.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-04538010150,PLANTRONIC DI PUTELLI GUIDO FRANCESCO E C. SNC,04-CAPOGRUPPO,,1.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-06175680153,CAZZANI S.P.A.,03-ASSOCIATA,,1.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-12783620151,SIAL IMPIANTI SRL,04-CAPOGRUPPO,,2.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-03986821001,MARROCCO ELEVATORS SRL,03-ASSOCIATA,,2.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-11400080153,INARCA SRL,04-CAPOGRUPPO,,3.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-01828010163,TRE VI LIFT SRL,03-ASSOCIATA,,3.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-DCTSBN59C29A669Q,DICATALDO SABINO,04-CAPOGRUPPO,,4.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-01697770749,BRINDISI ELEVATORI SRL,03-ASSOCIATA,,4.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-03974031217,FERRARA FRATELLI S.R.L.,04-CAPOGRUPPO,,5.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-02701221216,I.M.A.R.G. ASCENSORI SRL,03-ASSOCIATA,,5.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-00642940142,PIANI IMPIANTI SRL,04-CAPOGRUPPO,,6.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-02731550121,GRUPPO MILLEPIANI SPA,03-ASSOCIATA,,6.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-07000380019,IMEG S.R.L.,04-CAPOGRUPPO,,7.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-06420470012,NUOVA RIMA SRL,03-ASSOCIATA,,7.0,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-11166890159,BETASINT S.R.L.,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-05858990152,EDILIMPIANTI S.R.L,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-04945750158,ELETTRICA SYSTEM S.R.L.,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-01558840169,G.R. ELECTRIC SRL,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-00788970739,SERVECO SRL,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-11021970154,ELEKTRONORM AUTOMAZIONI INDUSTRIALI  S.R.L.,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-03595221007,CO.GE.IM. - COSTRUZIONI GENERALI IMPIANTI - SRL,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-03832010106,R.S SERVICE S.R.L,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-01694560200,CANALI GIOVANNI SRL,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-02229530734,MA.T.I. SUD SPA,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-01140600444,SAITEC COMPANY SRL,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-10448450014,S.A.M.E.T. SRL,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-00185040185,C.E.F.E.R. COSTRUZIONI EDILI FABBRICAZIONI E RIFACIMENTO SRL,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-01906340672,ELETTROIDRAULICA SILVI SRL,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-02049410695,DUE C IMPIANTI TECNOLOGICI SRL,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-05641980726,MANUTENZIONI SRL,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-RCCMRA60T07F839Z,RAUCCI MARIO,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-04196700613,VELLA SALVATORE SRL,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-12478401008,TERMOTECNICA CAVATTON SRL,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-02549220602,ITM SRL ITALIANA TECNOLOGIE MECCANICHE,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-MNTNDR67B17G273R,M.P. IMPIANTI DI MONTISANTI ANDREA,,,,idm6628,ocds-xxxxxx-778812975C
271,778812975C,T-IT-CF-07569291003,HOLDING LMC SRL,,,,idm6628,ocds-xxxxxx-778812975C
272,Z1D2607CED,T-IT-CF-00930050091,ELETTROIMPIANTI DI MONTANARI GIACOMO,,,,idm6778,ocds-xxxxxx-Z1D2607CED
273,ZD02607D21,T-IT-CF-00930050091,ELETTROIMPIANTI DI MONTANARI GIACOMO,,,,idm6798,ocds-xxxxxx-ZD02607D21
274,ZDE2607DF6,T-IT-CF-01233890035,SOCIETA' HERTZ SNC,,,,idm6818,ocds-xxxxxx-ZDE2607DF6
275,ZB026031D5,T-IT-CF-01573930359,Apogeo s.r.l.,,,,idm6838,ocds-xxxxxx-ZB026031D5
276,Z6F260243C,T-IT-CF-12574000159,Nuova Choros s.n.c. di Donati Maria Teresa,,,,idm6858,ocds-xxxxxx-Z6F260243C
277,Z6226F758C,T-IT-CF-04705810150,A. MANZONI & C. S.P.A.,,,,idm6878,ocds-xxxxxx-Z6226F758C
278,Z3526F0955,T-IT-CF-08526500155,PIEMME  s.p.a.,,,,idm6898,ocds-xxxxxx-Z3526F0955
279,ZD326F08C7,T-IT-CF-08526500155,PIEMME  s.p.a.,,,,idm6918,ocds-xxxxxx-ZD326F08C7
280,ZA6271B2D2,T-IT-CF-08526500155,PIEMME  s.p.a.,,,,idm6938,ocds-xxxxxx-ZA6271B2D2
281,Z5C26CCB7C,T-IT-CF-03350960963,FORUMNET S.p.A.,,,,idm6958,ocds-xxxxxx-Z5C26CCB7C
282,Z83260D72B,T-IT-CF-05247730822,Giuriconsult srl,,,,idm6978,ocds-xxxxxx-Z83260D72B
283,Z6F25EB780,T-IT-CF-11504310159,Travelco Srl,,,,idm6998,ocds-xxxxxx-Z6F25EB780
284,IDM7018,T-IT-CF-01742310152,METROPOLITANA MILANESE S.P.A.,,,,idm7018,ocds-xxxxxx-IDM7018
285,ZB026D6B64,T-IT-CF-02809280544,A&T SRL,,,,idm7038,ocds-xxxxxx-ZB026D6B64
285,ZB026D6B64,T-IT-CF-01963850175,BISICUR SRL,,,,idm7038,ocds-xxxxxx-ZB026D6B64
285,ZB026D6B64,T-IT-CF-03682890045,EQUIPAGGIAMENTI SPECIALI SRL,,,,idm7038,ocds-xxxxxx-ZB026D6B64
285,ZB026D6B64,T-IT-CF-00505630962,GLOVERTRADE DI ARDISSONE,,,,idm7038,ocds-xxxxxx-ZB026D6B64
285,ZB026D6B64,T-IT-CF-13457290156,MEDIAN SRL,,,,idm7038,ocds-xxxxxx-ZB026D6B64
285,ZB026D6B64,T-IT-CF-02899570309,VESTECH SRL,,,,idm7038,ocds-xxxxxx-ZB026D6B64
285,ZB026D6B64,T-IT-CF-01982660068,VOLPI SRL,,,,idm7038,ocds-xxxxxx-ZB026D6B64
286,IDM7076,T-IT-CF-01742310152,METROPOLITANA MILANESE S.P.A.,,,,idm7076,ocds-xxxxxx-IDM7076
287,Z2F2755E64,T-IT-CF-10501230154,"Rappo s.r.l. - Viale Europa, 11 - 20090 Cusago (MI)",,,,idm7096,ocds-xxxxxx-Z2F2755E64
288,IDM7116,T-IT-CF-01742310152,METROPOLITANA MILANESE S.P.A.,,,,idm7116,ocds-xxxxxx-IDM7116
289,ZB426EF4A8,T-IT-CF-09031250013,ALMAX.COM SRL,,,,idm7136,ocds-xxxxxx-ZB426EF4A8
289,ZB426EF4A8,T-IT-CF-01963850175,BISICUR SRL,,,,idm7136,ocds-xxxxxx-ZB426EF4A8
289,ZB426EF4A8,T-IT-CF-09037520153,EDILFERRAMENTA SRL,,,,idm7136,ocds-xxxxxx-ZB426EF4A8
289,ZB426EF4A8,T-IT-CF-01357410685,MANCINI & MANCINI SRL,,,,idm7136,ocds-xxxxxx-ZB426EF4A8
289,ZB426EF4A8,T-IT-CF-13457290156,MEDIAN SRL,,,,idm7136,ocds-xxxxxx-ZB426EF4A8
289,ZB426EF4A8,T-IT-CF-01259220331,R.T.P. ANTINFORTUNISTICA SRL,,,,idm7136,ocds-xxxxxx-ZB426EF4A8
289,ZB426EF4A8,T-IT-CF-00638100263,T.P.M. SNC DI TESSARO GIUSEPPE,,,,idm7136,ocds-xxxxxx-ZB426EF4A8
290,Z272742D45,T-IT-CF-00743840159,Società  AVVENIRE NUOVA EDITORIALE ITALIANA  SPA,,,,idm7174,ocds-xxxxxx-Z272742D45
290,Z272742D45,T-IT-CF-08526500155,Società PIEMME spa,,,,idm7174,ocds-xxxxxx-Z272742D45
291,Z372701D62,T-IT-CF-01045500038,COCCATO & MEZZETTI,,,,idm7197,ocds-xxxxxx-Z372701D62
292,IDM7217,T-IT-CF-13226890153,MILANO RISTORAZIONE SPA,,,,idm7217,ocds-xxxxxx-IDM7217
293,IDM7235,T-IT-CF-13226890153,MILANO RISTORAZIONE SPA,,,,idm7235,ocds-xxxxxx-IDM7235
294,Z4E26EE8DA,T-IT-CF-00743840159,AVVENIRE NUOVA EDITORIALE ITALIANA  SPA  SOCIO UNICO,,,,idm7253,ocds-xxxxxx-Z4E26EE8DA
294,Z4E26EE8DA,T-IT-CF-08526500155,PIEMME spa,,,,idm7253,ocds-xxxxxx-Z4E26EE8DA
295,Z9D25A0323,T-IT-CF-02225020185,GRAFFITISHOP - PLUSS SRL,,,,idm7276,ocds-xxxxxx-Z9D25A0323
296,Z9726F21C9,T-IT-CF-00326930377,Società  SPEED SPA Società Pubblicità Editoriale e Digitale Spa,,,,idm7294,ocds-xxxxxx-Z9726F21C9
296,Z9726F21C9,T-IT-CF-09701661002,Società VISIBILIA S.R.L.,,,,idm7294,ocds-xxxxxx-Z9726F21C9
296,Z9726F21C9,T-IT-CF-04705810150,Società  MANZONI & C. SPA,,,,idm7294,ocds-xxxxxx-Z9726F21C9
297,Z1A25F2AD6,T-IT-CF-01641790702,LA SOLLICITUDO,,,,idm7320,ocds-xxxxxx-Z1A25F2AD6
297,Z1A25F2AD6,T-IT-CF-07742730968,NOTIZIE DAL COMUNE,,,,idm7320,ocds-xxxxxx-Z1A25F2AD6
297,Z1A25F2AD6,T-IT-CF-03295390961,COPY CENTER GRAPHOS,,,,idm7320,ocds-xxxxxx-Z1A25F2AD6
297,Z1A25F2AD6,T-IT-CF-08756920966,GRAFICHE ORTOLAN SAS,,,,idm7320,ocds-xxxxxx-Z1A25F2AD6
297,Z1A25F2AD6,T-IT-CF-10212790157,TIPOLITOGRAFIA TRABELLA,,,,idm7320,ocds-xxxxxx-Z1A25F2AD6
298,Z7525C197F,T-IT-CF-11005760159,DECATHLON ITALIA SRL,,,,idm7352,ocds-xxxxxx-Z7525C197F
298,Z7525C197F,T-IT-CF-08552720016,VOLLEY SPORT SRL,,,,idm7352,ocds-xxxxxx-Z7525C197F
298,Z7525C197F,T-IT-CF-02106720267,GAMMASPORT SRL,,,,idm7352,ocds-xxxxxx-Z7525C197F
299,Z9025C18EE,T-IT-CF-01976920049,LA LUCERNA DI G.LONGO E C. SAS,,,,idm7377,ocds-xxxxxx-Z9025C18EE
299,Z9025C18EE,T-IT-CF-02008460368,CENTRO GIOCHI,,,,idm7377,ocds-xxxxxx-Z9025C18EE
299,Z9025C18EE,T-IT-CF-02027040019,BORGIONE CENTRO DIDATTICO,,,,idm7377,ocds-xxxxxx-Z9025C18EE
300,Z1423A4E2B,T-IT-CF-05292330965,SPAZIOPENSIERO SOOC. COOP.SOCIALE ONLUS,,,,idm7402,ocds-xxxxxx-Z1423A4E2B
301,Z9626F2089,T-IT-CF-04705810150,SOCIETA’ A. MANZONI & C. SPA,,,,idm7421,ocds-xxxxxx-Z9626F2089
301,Z9626F2089,T-IT-CF-09864610150,SOCIETA’ CLASS PUBBLICITA’ SPA,,,,idm7421,ocds-xxxxxx-Z9626F2089
301,Z9626F2089,T-IT-CF-00777910159,SOCIETA’ IL SOLE 24 ORE SPA,,,,idm7421,ocds-xxxxxx-Z9626F2089
302,Z9227487E1,T-IT-CF-97804300156,CETEC,,,,idm7447,ocds-xxxxxx-Z9227487E1
303,Z1A275E6E6,T-IT-CF-06857970963,ASSOCIAZIONE CULTURALE DYNAMOSCOPIO,,,,idm7467,ocds-xxxxxx-Z1A275E6E6
303,Z1A275E6E6,T-IT-CF-97540960156,ASSOCIAZIONE ART&SOL,,,,idm7467,ocds-xxxxxx-Z1A275E6E6
303,Z1A275E6E6,T-IT-CF-80109230153,ASSOCIAZIONE CAMPO OLIMPIA,,,,idm7467,ocds-xxxxxx-Z1A275E6E6
303,Z1A275E6E6,T-IT-CF-80142430158,COMUNITA' NUOVA ONLUS,,,,idm7467,ocds-xxxxxx-Z1A275E6E6
303,Z1A275E6E6,T-IT-CF-10860990158,SPAZIO APERTO SERVIZI,,,,idm7467,ocds-xxxxxx-Z1A275E6E6
303,Z1A275E6E6,T-IT-CF-97740130154,ASSOCIAZIONE CULTURALE COMPAGNIA CARNEVALE,,,,idm7467,ocds-xxxxxx-Z1A275E6E6
304,ZB0275E721,T-IT-CF-97540960156,ASSOCIAZIONE ART&SOL,,,,idm7502,ocds-xxxxxx-ZB0275E721
304,ZB0275E721,T-IT-CF-06857970963,ASSOCIAZIONE CULTURALE DYNAMOSCOPIO,,,,idm7502,ocds-xxxxxx-ZB0275E721
304,ZB0275E721,T-IT-CF-80109230153,ASSOCIAZIONE CAMPO OLIMPIA,,,,idm7502,ocds-xxxxxx-ZB0275E721
304,ZB0275E721,T-IT-CF-80142430158,COMUNITA' NUOVA ONLUS,,,,idm7502,ocds-xxxxxx-ZB0275E721
304,ZB0275E721,T-IT-CF-10860990158,SPAZIO APERTO SERVIZI,,,,idm7502,ocds-xxxxxx-ZB0275E721
304,ZB0275E721,T-IT-CF-97740130154,ASSOCIAZIONE CULTURALE COMPAGNIA CARNEVALE,,,,idm7502,ocds-xxxxxx-ZB0275E721
305,ZAD275E74D,T-IT-CF-80109230153,ASSOCIAZIONE CAMPO OLIMPIA,,,,idm7537,ocds-xxxxxx-ZAD275E74D
305,ZAD275E74D,T-IT-CF-06857970963,ASSOCIAZIONE CULTURALE DYNAMOSCOPIO,,,,idm7537,ocds-xxxxxx-ZAD275E74D
305,ZAD275E74D,T-IT-CF-97540960156,ASSOCIAZIONE ART&SOL,,,,idm7537,ocds-xxxxxx-ZAD275E74D
305,ZAD275E74D,T-IT-CF-80142430158,COMUNITA' NUOVA ONLUS,,,,idm7537,ocds-xxxxxx-ZAD275E74D
305,ZAD275E74D,T-IT-CF-10860990158,SPAZIO APERTO SERVIZI,,,,idm7537,ocds-xxxxxx-ZAD275E74D
305,ZAD275E74D,T-IT-CF-97740130154,ASSOCIAZIONE CULTURALE COMPAGNIA CARNEVALE,,,,idm7537,ocds-xxxxxx-ZAD275E74D
306,Z5A275E77B,T-IT-CF-80142430158,COMUNITA' NUOVA ONLUS,,,,idm7572,ocds-xxxxxx-Z5A275E77B
306,Z5A275E77B,T-IT-CF-06857970963,ASSOCIAZIONE CULTURALE DYNAMOSCOPIO,,,,idm7572,ocds-xxxxxx-Z5A275E77B
306,Z5A275E77B,T-IT-CF-97540960156,ASSOCIAZIONE ART&SOL,,,,idm7572,ocds-xxxxxx-Z5A275E77B
306,Z5A275E77B,T-IT-CF-80109230153,ASSOCIAZIONE CAMPO OLIMPIA,,,,idm7572,ocds-xxxxxx-Z5A275E77B
306,Z5A275E77B,T-IT-CF-10860990158,SPAZIO APERTO SERVIZI,,,,idm7572,ocds-xxxxxx-Z5A275E77B
306,Z5A275E77B,T-IT-CF-97740130154,ASSOCIAZIONE CULTURALE COMPAGNIA CARNEVALE,,,,idm7572,ocds-xxxxxx-Z5A275E77B
307,ZE5275E7B0,T-IT-CF-10860990158,SPAZIO APERTO SERVIZI,,,,idm7607,ocds-xxxxxx-ZE5275E7B0
307,ZE5275E7B0,T-IT-CF-06857970963,ASSOCIAZIONE CULTURALE DYNAMOSCOPIO,,,,idm7607,ocds-xxxxxx-ZE5275E7B0
307,ZE5275E7B0,T-IT-CF-97540960156,ASSOCIAZIONE ART&SOL,,,,idm7607,ocds-xxxxxx-ZE5275E7B0
307,ZE5275E7B0,T-IT-CF-80109230153,ASSOCIAZIONE CAMPO OLIMPIA,,,,idm7607,ocds-xxxxxx-ZE5275E7B0
307,ZE5275E7B0,T-IT-CF-80142430158,COMUNITA' NUOVA ONLUS,,,,idm7607,ocds-xxxxxx-ZE5275E7B0
307,ZE5275E7B0,T-IT-CF-97740130154,ASSOCIAZIONE CULTURALE COMPAGNIA CARNEVALE,,,,idm7607,ocds-xxxxxx-ZE5275E7B0
308,Z28271F4DE,T-IT-CF-00326930377,Società SPEED Società Pubblicità Editoriale e Digitale SPA,,,,idm7642,ocds-xxxxxx-Z28271F4DE
308,Z28271F4DE,T-IT-CF-04705810150,SOCIETA’ A. MANZONI & C. SPA,,,,idm7642,ocds-xxxxxx-Z28271F4DE
309,7409052F1D,T-IT-CF-01030520074,TECNICAER ENGINEERING S.RL.,,,,idm7665,ocds-xxxxxx-7409052F1D
310,ZE92702238,T-IT-CF-09701661002,Società VISIBILIA S.R.L.,,,,idm7685,ocds-xxxxxx-ZE92702238
310,ZE92702238,T-IT-CF-00326930377,Società  SPEED SPA Società Pubblicità Editoriale e Digitale Spa,,,,idm7685,ocds-xxxxxx-ZE92702238
311,ZEB26DA66F,T-IT-CF-13457290156,MEDIAN SRL,,,,idm7708,ocds-xxxxxx-ZEB26DA66F
312,Z4A2539712,T-IT-CF-07363920013,Index Education Srl,,,,idm7728,ocds-xxxxxx-Z4A2539712
313,ZF726F2130,T-IT-CF-09701661002,VISIBILIA S.R.L.,,,,idm7748,ocds-xxxxxx-ZF726F2130
313,ZF726F2130,T-IT-CF-00326930377,SPEED SPA,,,,idm7748,ocds-xxxxxx-ZF726F2130
313,ZF726F2130,T-IT-CF-04705810150,MANZONI & C. SPA,,,,idm7748,ocds-xxxxxx-ZF726F2130
314,Z1C277542C,T-IT-CF-97571910153,FONDAZIONE RENATA QUATTROPANI,,,,idm7774,ocds-xxxxxx-Z1C277542C
315,7812274C70,T-IT-CF-09035020156,24Ore cultura,,,,idm7794,ocds-xxxxxx-7812274C70
316,Z9926E5C45,T-IT-CF-01690350697,PUNTO NAVE MARINE SERVICE,,,,idm7814,ocds-xxxxxx-Z9926E5C45
317,Z8E25495B1,T-IT-CF-03181170980,DIVITEC SRL,,,,idm7834,ocds-xxxxxx-Z8E25495B1
318,Z0B265573B,T-IT-CF-04016590277,EIL SYSTEMS SRL,,,,idm7854,ocds-xxxxxx-Z0B265573B
319,777792960E,T-IT-CF-10418920962,STEMA SRL,,,,idm7874,ocds-xxxxxx-777792960E
319,777792960E,T-IT-CF-03424590614,C.S.I. S.R.L.,,,,idm7874,ocds-xxxxxx-777792960E
320,77820227B4,T-IT-CF-00310180351,COOPSERVICE SOC. COOP P. A.,,,,idm7892,ocds-xxxxxx-77820227B4
320,77820227B4,T-IT-CF-12943900154,COOPERATIVA DOMINA A R.L.,,,,idm7892,ocds-xxxxxx-77820227B4
321,77954218E8,T-IT-CF-00310180351,COOPSERVICE SOC. COOP P. A.,,,,idm7915,ocds-xxxxxx-77954218E8
322,ZA5271DFA7,T-IT-CF-06357951000,Società Sport Network,,,,idm7933,ocds-xxxxxx-ZA5271DFA7
322,ZA5271DFA7,T-IT-CF-04705810150,Società  MANZONI & C. SPA,,,,idm7933,ocds-xxxxxx-ZA5271DFA7
